Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Middle East and North Africa,France,Beverages,Online,L,10/30/2011,598223507,11/13/2011,1744,52.23,35,91089.12,61040,30049.12
Central America and the Caribbean,USA,Household,Online,C,04/04/2023,408587456,04/12/2023,5260,103.06,89.65,542095.6,471559,70536.6
Central America and the Caribbean,UAE,Clothes,Offline,L,11/08/2010,882246021,11/25/2010,657,580.08,359.78,381112.56,236375.46,144737.1
Middle East and North Africa,France,Personal Care,Offline,M,10/22/2014,620585260,11/03/2014,1639,225.51,191.23,369610.89,313425.97,56184.92
North America,Mexico,Fruits,Online,H,07/21/2022,248547511,08/15/2022,6286,261.09,219.17,1641211.74,1377702.62,263509.12
Asia,France,Fruits,Online,C,01/20/2011,316030045,02/16/2011,9930,274.34,174.15,2724196.2,1729309.5,994886.7
Middle East and North Africa,Japan,Personal Care,Online,C,12/25/2016,389153763,01/17/2017,4795,556.12,478.56,2666595.4,2294695.2,371900.2
North America,Mexico,Personal Care,Online,H,10/18/2011,547632019,11/12/2011,8116,54.66,33.98,443620.56,275781.68,167838.88
Europe,Australia,Baby Food,Offline,C,03/30/2014,617721423,04/11/2014,4978,300.76,267.87,1497183.28,1333456.86,163726.42
Central America and the Caribbean,France,Meat,Online,M,07/25/2018,220629653,08/07/2018,4712,116.74,97.89,550078.88,461257.68,88821.2
Sub-Saharan Africa,France,Baby Food,Online,L,04/01/2021,948834136,04/21/2021,11472,423.27,355.01,4855753.44,4072674.72,783078.72
Central America and the Caribbean,Brazil,Household,Offline,M,09/29/2010,745997950,10/24/2010,9376,642.8,416.61,6026892.8,3906135.36,2120757.44
North America,Mexico,Clothes,Online,H,11/20/2010,569364343,11/30/2010,10982,175.8,110.4,1930635.6,1212412.8,718222.8
Australia and Oceania,France,Clothes,Offline,L,12/27/2017,877439536,01/19/2018,4375,556.86,375.24,2436262.5,1641675,794587.5
Central America and the Caribbean,USA,Cereal,Offline,M,02/04/2023,341132488,02/24/2023,6661,365.81,233.87,2436660.41,1557808.07,878852.34
North America,Brazil,Cosmetics,Online,L,07/16/2015,514256229,07/19/2015,10931,254.83,158.04,2785546.73,1727535.24,1058011.49
Sub-Saharan Africa,India,Vegetables,Online,L,09/25/2010,632387245,10/12/2010,4853,413.37,257.07,2006084.61,1247560.71,758523.9
Australia and Oceania,Germany,Fruits,Offline,L,10/31/2020,854573252,11/08/2020,9412,42.78,25.74,402645.36,242264.88,160380.48
Sub-Saharan Africa,Brazil,Beverages,Online,H,02/27/2022,136348107,03/29/2022,6535,75.56,55.85,493784.6,364979.75,128804.85
Europe,USA,Clothes,Online,H,04/04/2017,484008987,04/16/2017,6151,619.34,523.49,3809560.34,3219986.99,589573.35
Middle East and North Africa,Mexico,Clothes,Online,C,05/02/2023,354414322,05/25/2023,5614,270.71,239.38,1519765.94,1343879.32,175886.62
Middle East and North Africa,India,Cosmetics,Offline,L,03/05/2018,431388481,03/13/2018,4326,151.45,98.57,655172.7,426413.82,228758.88
Australia and Oceania,USA,Cosmetics,Offline,H,03/06/2014,149785187,03/13/2014,11749,590.56,400.11,6938489.44,4700892.39,2237597.05
Australia and Oceania,Germany,Cereal,Offline,L,09/02/2023,548905542,09/15/2023,8721,473.07,409.91,4125643.47,3574825.11,550818.36
Asia,Australia,Beverages,Offline,M,11/16/2012,693618653,11/19/2012,9130,592.1,411.08,5405873,3753160.4,1652712.6
Australia and Oceania,Kenya,Snacks,Online,L,04/07/2019,911458203,04/25/2019,2866,470.56,308.89,1348624.96,885278.74,463346.22
Asia,Kenya,Clothes,Online,L,03/25/2012,365107066,04/12/2012,9007,60.33,46.32,543392.31,417204.24,126188.07
Europe,India,Clothes,Online,L,10/27/2019,600558033,11/26/2019,5882,691.63,506.09,4068167.66,2976821.38,1091346.28
North America,France,Clothes,Online,C,03/26/2022,528077230,04/14/2022,2835,155.9,114.06,441976.5,323360.1,118616.4
Australia and Oceania,India,Clothes,Offline,C,07/15/2021,999517424,07/20/2021,10131,651.42,496.78,6599536.02,5032878.18,1566657.84
Sub-Saharan Africa,France,Household,Offline,H,08/19/2010,338994895,09/10/2010,1733,302.34,208.82,523955.22,361885.06,162070.16
Asia,Australia,Fruits,Online,L,06/02/2010,622797746,06/05/2010,2722,327.09,280.46,890338.98,763412.12,126926.86
Middle East and North Africa,France,Cosmetics,Offline,H,06/14/2020,474817459,07/13/2020,11800,485.31,337.13,5726658,3978134,1748524
Central America and the Caribbean,Australia,Household,Online,C,04/18/2013,964467750,05/06/2013,7040,93.27,71.8,656620.8,505472,151148.8
Asia,Germany,Clothes,Offline,C,07/12/2022,941512888,07/24/2022,7255,120.36,99.27,873211.8,720203.85,153007.95
Europe,India,Office Supplies,Online,H,05/31/2016,653715244,06/11/2016,1254,523.93,359.52,657008.22,450838.08,206170.14
Asia,Australia,Snacks,Online,H,04/21/2019,963193658,05/20/2019,7586,126.75,94.23,961525.5,714828.78,246696.72
Sub-Saharan Africa,Mexico,Fruits,Offline,C,03/03/2018,686910916,03/16/2018,11416,343.35,279.19,3919683.6,3187233.04,732450.56
Asia,India,Snacks,Offline,L,06/12/2021,721179764,07/04/2021,7225,84.8,54.01,612680,390222.25,222457.75
Asia,Kenya,Beverages,Online,L,04/24/2011,428976070,04/30/2011,1748,39.72,28.35,69430.56,49555.8,19874.76
Sub-Saharan Africa,Australia,Personal Care,Offline,H,11/20/2012,795630786,11/21/2012,1791,468.02,343.58,838223.82,615351.78,222872.04
Sub-Saharan Africa,India,Cosmetics,Offline,L,09/08/2019,749156599,10/04/2019,7208,656.93,421.27,4735151.44,3036514.16,1698637.28
Australia and Oceania,USA,Fruits,Online,H,06/10/2021,395699437,06/11/2021,2217,233.41,174.28,517469.97,386378.76,131091.21
Middle East and North Africa,USA,Office Supplies,Online,M,09/28/2011,627359051,10/19/2011,1874,519.69,357.03,973899.06,669074.22,304824.84
Europe,India,Meat,Offline,C,07/04/2020,781229537,07/17/2020,11473,27.84,24.48,319408.32,280859.04,38549.28
Europe,Brazil,Meat,Online,C,03/24/2015,237440029,04/22/2015,2851,195.77,163.03,558140.27,464798.53,93341.74
Asia,UAE,Meat,Online,C,12/02/2017,531594060,12/19/2017,7064,629.71,389.58,4448271.44,2751993.12,1696278.32
Middle East and North Africa,France,Snacks,Online,M,04/07/2013,339734779,04/26/2013,6527,671.84,438.67,4385099.68,2863199.09,1521900.59
Australia and Oceania,Mexico,Cereal,Offline,C,01/24/2020,240278942,02/13/2020,7961,392.85,343.77,3127478.85,2736752.97,390725.88
Asia,Kenya,Office Supplies,Offline,H,11/13/2014,406916345,12/03/2014,1347,366.34,279.32,493459.98,376244.04,117215.94
Australia and Oceania,Germany,Meat,Online,H,09/13/2017,467917237,09/16/2017,7088,329.65,250.9,2336559.2,1778379.2,558180
Europe,Brazil,Cosmetics,Online,L,06/21/2016,351106369,07/05/2016,950,14.8,9.59,14060,9110.5,4949.5
North America,USA,Household,Online,M,07/10/2019,767821186,07/29/2019,361,569.25,403.62,205499.25,145706.82,59792.43
Asia,Japan,Baby Food,Offline,H,11/25/2010,225972421,12/07/2010,5725,281.35,249.7,1610728.75,1429532.5,181196.25
Sub-Saharan Africa,Australia,Fruits,Online,M,03/28/2020,355831539,04/02/2020,10330,489.09,388.95,5052299.7,4017853.5,1034446.2
Middle East and North Africa,India,Cosmetics,Offline,M,12/31/2013,278937447,01/16/2014,3775,106.13,83.01,400640.75,313362.75,87278
Europe,UAE,Office Supplies,Online,H,08/24/2017,446270590,09/02/2017,8560,400.76,251.61,3430505.6,2153781.6,1276724
Central America and the Caribbean,UAE,Personal Care,Offline,L,02/22/2019,484119393,03/21/2019,2359,662.82,519.35,1563592.38,1225146.65,338445.73
Middle East and North Africa,India,Beverages,Offline,C,04/20/2010,938867757,05/07/2010,9558,389.91,310.2,3726759.78,2964891.6,761868.18
Asia,UAE,Personal Care,Online,M,10/22/2012,561104664,10/28/2012,8098,216.57,148.04,1753783.86,1198827.92,554955.94
Sub-Saharan Africa,Mexico,Beverages,Offline,C,03/26/2020,876688101,04/16/2020,2366,247.47,179.41,585514.02,424484.06,161029.96
Central America and the Caribbean,USA,Office Supplies,Online,L,12/06/2014,530813676,12/26/2014,6467,631.96,479.95,4086885.32,3103836.65,983048.67
Europe,Kenya,Vegetables,Online,L,08/22/2013,979409296,08/26/2013,8170,559.32,456.46,4569644.4,3729278.2,840366.2
Europe,Australia,Snacks,Online,L,08/31/2016,126655538,09/03/2016,5437,80.13,50.65,435666.81,275384.05,160282.76
Sub-Saharan Africa,France,Personal Care,Offline,C,07/28/2011,346276864,07/30/2011,3605,87.53,60.08,315545.65,216588.4,98957.25
Central America and the Caribbean,Kenya,Clothes,Offline,H,04/18/2022,430555464,04/22/2022,2078,694.26,479.1,1442672.28,995569.8,447102.48
Asia,USA,Meat,Online,M,06/25/2023,725456201,07/03/2023,8963,378.45,336.23,3392047.35,3013629.49,378417.86
Australia and Oceania,UAE,Fruits,Online,M,09/25/2011,976631115,10/02/2011,6199,556.41,491.5,3449185.59,3046808.5,402377.09
Australia and Oceania,Brazil,Vegetables,Offline,M,10/05/2022,322975994,10/15/2022,2617,314.15,214.34,822130.55,560927.78,261202.77
Europe,Australia,Snacks,Online,H,11/04/2013,779456963,11/29/2013,9609,661.63,542.69,6357602.67,5214708.21,1142894.46
Asia,USA,Personal Care,Online,H,07/26/2019,247003436,08/22/2019,9209,449.09,274.05,4135669.81,2523726.45,1611943.36
Australia and Oceania,Mexico,Beverages,Offline,H,12/31/2021,565852522,01/01/2022,5706,632.91,534.23,3611384.46,3048316.38,563068.08
Asia,Japan,Baby Food,Online,C,07/03/2022,859310328,07/10/2022,7456,72.41,50,539888.96,372800,167088.96
Central America and the Caribbean,Germany,Meat,Offline,H,12/06/2010,275032324,12/18/2010,1598,358.48,253.74,572851.04,405476.52,167374.52
Sub-Saharan Africa,USA,Cosmetics,Online,C,01/17/2011,998840344,02/10/2011,8223,294.75,202.74,2423729.25,1667131.02,756598.23
Australia and Oceania,France,Personal Care,Online,L,04/03/2011,442360003,04/17/2011,7669,225.13,172.81,1726521.97,1325279.89,401242.08
Central America and the Caribbean,Brazil,Cereal,Online,L,04/01/2021,743399332,04/02/2021,8805,328.4,211.6,2891562,1863138,1028424
Central America and the Caribbean,Australia,Snacks,Online,C,12/27/2018,463940460,01/19/2019,8120,163.03,98.71,1323803.6,801525.2,522278.4
Asia,Australia,Beverages,Online,L,03/21/2010,762978576,03/23/2010,4074,606.08,528.19,2469169.92,2151846.06,317323.86
Middle East and North Africa,Germany,Baby Food,Online,M,02/08/2017,444991861,03/02/2017,11643,597.24,487.11,6953665.32,5671421.73,1282243.59
Asia,Japan,Baby Food,Offline,L,10/17/2018,510667984,10/30/2018,9267,37.87,24.09,350941.29,223242.03,127699.26
Sub-Saharan Africa,India,Meat,Offline,L,11/25/2011,758093564,11/28/2011,11328,79.1,63.43,896044.8,718535.04,177509.76
Australia and Oceania,Brazil,Meat,Online,L,06/21/2013,894392422,06/29/2013,5458,331.25,255.24,1807962.5,1393099.92,414862.58
Europe,France,Vegetables,Offline,H,12/09/2020,561631894,12/31/2020,10696,181.31,161.56,1939291.76,1728045.76,211246
Middle East and North Africa,USA,Household,Offline,H,07/17/2011,737469148,07/20/2011,9230,626.5,517.43,5782595,4775878.9,1006716.1
Europe,UAE,Clothes,Online,L,11/07/2020,883845238,11/14/2020,9227,662.04,458.13,6108643.08,4227165.51,1881477.57
Australia and Oceania,UAE,Snacks,Online,L,02/27/2023,527216449,03/22/2023,5881,225.84,202.16,1328165.04,1188902.96,139262.08
Australia and Oceania,Australia,Household,Offline,C,04/06/2010,642104715,04/22/2010,6439,673.36,460.53,4335765.04,2965352.67,1370412.37
Europe,France,Vegetables,Online,H,08/29/2023,599403695,09/18/2023,3446,266.8,205.79,919392.8,709152.34,210240.46
Asia,USA,Clothes,Online,H,04/26/2023,287730386,05/16/2023,5098,138.32,85.05,705155.36,433584.9,271570.46
Middle East and North Africa,Australia,Vegetables,Online,M,02/24/2019,408371944,02/28/2019,8115,590.84,413.57,4794666.6,3356120.55,1438546.05
Australia and Oceania,India,Personal Care,Online,L,02/17/2010,503133133,03/16/2010,7462,28.56,24.38,213114.72,181923.56,31191.16
Central America and the Caribbean,Australia,Meat,Online,H,05/13/2018,186980504,06/03/2018,155,677.16,488.11,104959.8,75657.05,29302.75
Europe,Mexico,Snacks,Offline,C,07/06/2012,505984904,07/21/2012,3287,59.3,47.19,194919.1,155113.53,39805.57
Europe,USA,Snacks,Online,H,12/17/2021,665668255,01/04/2022,6313,485.73,323.49,3066413.49,2042192.37,1024221.12
Sub-Saharan Africa,Australia,Personal Care,Online,H,05/17/2021,866425223,06/10/2021,2522,694.89,579.36,1752512.58,1461145.92,291366.66
Australia and Oceania,Kenya,Meat,Online,H,08/02/2022,571157201,08/21/2022,2966,359.69,221.08,1066840.54,655723.28,411117.26
North America,Japan,Meat,Offline,M,05/04/2011,744982703,05/23/2011,11910,371.03,234.18,4418967.3,2789083.8,1629883.5
Asia,Mexico,Clothes,Offline,L,09/10/2023,119299969,09/22/2023,11287,21.07,14.95,237817.09,168740.65,69076.44
Australia and Oceania,Mexico,Beverages,Online,L,04/25/2018,963230917,04/29/2018,9894,98.11,59.01,970700.34,583844.94,386855.4
Sub-Saharan Africa,Mexico,Fruits,Offline,H,05/16/2014,691883782,05/22/2014,573,643.1,452.6,368496.3,259339.8,109156.5
Europe,India,Beverages,Offline,M,09/22/2012,715835456,10/13/2012,9206,505.04,406.23,4649398.24,3739753.38,909644.86
North America,Brazil,Beverages,Offline,M,07/03/2015,728677662,07/17/2015,2094,114,91.17,238716,190909.98,47806.02
Europe,India,Beverages,Offline,C,05/30/2021,980192960,06/14/2021,7554,11.06,7.83,83547.24,59147.82,24399.42
Europe,Brazil,Cereal,Online,M,10/31/2020,831760673,11/23/2020,5291,172.35,125.57,911903.85,664390.87,247512.98
Asia,Japan,Vegetables,Online,H,03/30/2012,247257962,03/31/2012,3612,320.84,222.79,1158874.08,804717.48,354156.6
Europe,India,Fruits,Online,L,04/23/2015,420688626,05/08/2015,11738,569.77,356.75,6687960.26,4187531.5,2500428.76
North America,UAE,Personal Care,Online,M,12/25/2013,108690269,01/16/2014,2243,537.84,347.59,1206375.12,779644.37,426730.75
Sub-Saharan Africa,Mexico,Baby Food,Online,H,08/26/2018,453648690,08/31/2018,5367,480.94,397.47,2581204.98,2133221.49,447983.49
Australia and Oceania,UAE,Clothes,Offline,M,08/01/2013,951114230,08/29/2013,9256,37.65,24.37,348488.4,225568.72,122919.68
Australia and Oceania,Australia,Baby Food,Offline,L,08/29/2020,804785372,09/10/2020,9016,573.95,353.74,5174733.2,3189319.84,1985413.36
Middle East and North Africa,Brazil,Snacks,Offline,L,08/01/2016,723822906,08/31/2016,8092,276.79,215.17,2239784.68,1741155.64,498629.04
Central America and the Caribbean,France,Cosmetics,Online,C,06/24/2010,155160909,06/29/2010,542,188.34,137.99,102080.28,74790.58,27289.7
Sub-Saharan Africa,Kenya,Snacks,Online,L,03/09/2023,286326178,03/20/2023,4705,274.08,225.85,1289546.4,1062624.25,226922.15
North America,Mexico,Vegetables,Online,H,03/26/2012,352145278,04/05/2012,7263,453.75,356.33,3295586.25,2588024.79,707561.46
Europe,USA,Household,Offline,L,05/22/2012,531661073,06/21/2012,4663,267.12,220.36,1245580.56,1027538.68,218041.88
Asia,Brazil,Clothes,Online,C,05/25/2019,746449144,06/10/2019,10843,528.01,432.05,5725212.43,4684718.15,1040494.28
Central America and the Caribbean,India,Clothes,Offline,H,12/09/2010,204189265,01/03/2011,11899,448.39,331.52,5335392.61,3944756.48,1390636.13
Sub-Saharan Africa,Australia,Beverages,Online,M,03/18/2010,980490944,03/25/2010,1792,303.12,248.31,543191.04,444971.52,98219.52
Sub-Saharan Africa,Germany,Household,Offline,L,12/09/2015,896972346,12/21/2015,5227,613.35,398.44,3205980.45,2082645.88,1123334.57
Australia and Oceania,UAE,Fruits,Offline,C,08/15/2021,890871149,09/08/2021,10113,453.65,374.34,4587762.45,3785700.42,802062.03
Central America and the Caribbean,Japan,Meat,Online,C,02/23/2020,258388026,03/11/2020,4561,219.77,185.5,1002370.97,846065.5,156305.47
Sub-Saharan Africa,Mexico,Snacks,Offline,C,01/08/2018,725125658,01/18/2018,10686,297.26,242.25,3176520.36,2588683.5,587836.86
Sub-Saharan Africa,France,Baby Food,Online,L,11/08/2020,798072916,12/01/2020,9803,96.46,74.39,945597.38,729245.17,216352.21
North America,Australia,Baby Food,Offline,H,02/21/2012,238620348,02/26/2012,1241,378.93,328.67,470252.13,407879.47,62372.66
Europe,Australia,Beverages,Offline,C,08/06/2010,863433997,08/22/2010,4641,291.06,194.94,1350809.46,904716.54,446092.92
Central America and the Caribbean,Japan,Meat,Offline,M,06/11/2018,681826371,07/07/2018,1091,648.21,406.55,707197.11,443546.05,263651.06
Sub-Saharan Africa,Australia,Cosmetics,Offline,L,09/11/2014,323677823,09/16/2014,1422,492.32,311.87,700079.04,443479.14,256599.9
Sub-Saharan Africa,Japan,Meat,Online,L,04/09/2010,872238323,04/25/2010,7549,98.43,72,743048.07,543528,199520.07
North America,Mexico,Office Supplies,Online,L,03/04/2022,964627672,03/17/2022,3572,628.68,478.99,2245644.96,1710952.28,534692.68
Europe,France,Baby Food,Online,H,12/12/2020,346639181,12/13/2020,10816,620.5,464.61,6711328,5025221.76,1686106.24
Australia and Oceania,Brazil,Baby Food,Offline,C,07/07/2016,904596746,07/16/2016,8073,157.43,95.96,1270932.39,774685.08,496247.31
Middle East and North Africa,India,Cosmetics,Offline,M,06/14/2021,941156078,06/25/2021,5334,238.82,153.76,1273865.88,820155.84,453710.04
Europe,France,Fruits,Offline,M,05/11/2012,622350934,05/28/2012,5754,463.29,315.32,2665770.66,1814351.28,851419.38
Middle East and North Africa,Germany,Snacks,Online,L,07/26/2019,516038053,08/23/2019,171,63.86,41.03,10920.06,7016.13,3903.93
Asia,Australia,Meat,Online,H,12/07/2019,915178029,12/27/2019,9303,245.54,151.08,2284258.62,1405497.24,878761.38
Asia,Brazil,Cereal,Offline,L,01/25/2020,683576472,02/03/2020,5319,212.75,159.47,1131617.25,848220.93,283396.32
North America,UAE,Baby Food,Online,H,09/28/2020,762079384,10/10/2020,4897,662.37,481.3,3243625.89,2356926.1,886699.79
Central America and the Caribbean,USA,Baby Food,Offline,C,09/09/2015,792852229,09/21/2015,6116,275.56,173.69,1685324.96,1062288.04,623036.92
Asia,Kenya,Baby Food,Offline,M,09/18/2015,420399393,10/15/2015,4294,59.39,36.88,255020.66,158362.72,96657.94
Sub-Saharan Africa,Brazil,Office Supplies,Online,H,10/03/2016,598678497,10/16/2016,7922,89.29,64.9,707355.38,514137.8,193217.58
Middle East and North Africa,UAE,Fruits,Offline,C,08/22/2016,972535883,09/16/2016,2472,678.47,590.34,1677177.84,1459320.48,217857.36
Australia and Oceania,UAE,Office Supplies,Offline,H,07/31/2018,264989857,08/22/2018,6723,252.48,203.67,1697423.04,1369273.41,328149.63
Australia and Oceania,France,Meat,Offline,H,10/13/2016,390336750,11/06/2016,4612,221.41,190.86,1021142.92,880246.32,140896.6
Sub-Saharan Africa,France,Snacks,Online,L,10/14/2011,518815851,10/25/2011,8530,20.33,18.08,173414.9,154222.4,19192.5
Australia and Oceania,France,Personal Care,Offline,H,09/13/2017,825887672,09/20/2017,3433,696.01,451.6,2389402.33,1550342.8,839059.53
Central America and the Caribbean,Japan,Clothes,Online,M,04/27/2013,880488770,05/24/2013,11191,305.89,232.43,3423214.99,2601124.13,822090.86
Europe,Australia,Personal Care,Offline,H,08/21/2022,652169558,08/27/2022,5816,642.96,511.57,3739455.36,2975291.12,764164.24
Central America and the Caribbean,Australia,Fruits,Offline,C,07/22/2020,716724848,08/19/2020,2916,484.91,309.26,1413997.56,901802.16,512195.4
Europe,India,Office Supplies,Online,H,08/18/2016,382627573,09/12/2016,1094,645.37,395.93,706034.78,433147.42,272887.36
North America,Mexico,Cereal,Offline,C,05/12/2023,140747410,06/10/2023,4120,159.7,101.32,657964,417438.4,240525.6
Asia,Australia,Vegetables,Offline,C,01/09/2022,128442136,01/22/2022,11703,303.99,254.08,3557594.97,2973498.24,584096.73
